Position	Strand	Coverage_WT1	Coverage_WT2	Coverage_WT3	MethylPercent_WT1	MethylPercent_WT2	MethylPercent_WT3	Coverage_Mean	MethylPercent_Mean
44564	Plus	55	65	73	0.9636	1	0.9726	64.33333333	0.978733333
44565	Minus	59	59	66	0.9831	0.9831	0.9848	61.33333333	0.983666667
44648	Plus	54	61	69	1	0.9508	1	61.33333333	0.9836
44649	Minus	60	61	74	0.9833	1	1	65	0.994433333
44744	Plus	56	66	72	0.9107	0.9242	0.9722	64.66666667	0.9357
44745	Minus	56	60	71	0.9821	0.9833	1	62.33333333	0.988466667
44821	Plus	56	64	70	0.9643	0.9375	0.9857	63.33333333	0.9625
44822	Minus	57	63	70	1	0.9841	0.9714	63.33333333	0.985166667
44981	Plus	54	66	71	0.9074	0.9848	0.9718	63.66666667	0.954666667
44982	Minus	59	65	69	1	0.9692	0.9565	64.33333333	0.975233333
45132	Plus	56	68	70	1	1	0.9714	64.66666667	0.990466667
45133	Minus	55	63	70	0.9091	0.9524	0.9571	62.66666667	0.939533333
45832	Plus	50	70	63	0.96	0.9286	0.9524	61	0.947
45833	Minus	56	66	71	1	0.9394	0.9718	64.33333333	0.9704
46197	Plus	55	71	63	0.9818	0.9437	0.9048	63	0.943433333
46198	Minus	56	68	69	0.9821	0.9559	0.971	64.33333333	0.969666667
46282	Plus	54	69	63	0.9444	0.9275	0.9048	62	0.925566667
46283	Minus	53	70	69	1	0.9714	0.9855	64	0.985633333
46347	Plus	56	73	64	0.9821	0.9315	0.9219	64.33333333	0.945166667
46348	Minus	56	70	70	1	0.9714	0.9571	65.33333333	0.976166667
46446	Plus	55	76	59	1	0.9474	0.9661	63.33333333	0.971166667
46447	Minus	55	69	71	0.9818	0.9565	0.9437	65	0.960666667
46510	Plus	55	76	61	0.9818	0.9868	0.918	64	0.9622
46511	Minus	54	68	71	0.963	0.9559	0.9155	64.33333333	0.9448
46575	Plus	55	71	62	0.9636	0.9718	0.9032	62.66666667	0.9462
46576	Minus	56	71	71	1	1	1	66	1
46806	Plus	53	73	65	0.9811	0.9589	0.9692	63.66666667	0.969733333
46807	Minus	56	70	73	0.9107	0.9714	1	66.33333333	0.9607
46980	Plus	51	76	61	0.9412	0.9605	0.918	62.66666667	0.9399
46981	Minus	51	73	70	0.9608	0.9863	0.9429	64.66666667	0.963333333
47115	Plus	52	80	58	0.9808	0.9625	0.9828	63.33333333	0.975366667
47116	Minus	51	71	68	0.9804	0.9718	1	63.33333333	0.984066667
47415	Plus	52	77	60	0.9038	0.9481	0.9667	63	0.939533333
47416	Minus	58	69	75	0.9828	1	0.96	67.33333333	0.980933333
47420	Plus	50	76	60	0.94	0.9605	0.9333	62	0.9446
47421	Minus	55	67	74	0.9636	0.9851	0.9865	65.33333333	0.9784
47477	Plus	52	78	61	0.9808	1	1	63.66666667	0.9936
47478	Minus	59	70	74	0.9831	0.9857	0.9865	67.66666667	0.9851
47855	Plus	55	78	61	0.9636	0.9744	0.9344	64.66666667	0.957466667
47856	Minus	52	71	75	0.9808	0.9859	0.9733	66	0.98
47874	Plus	51	77	58	0.9608	0.974	0.9828	62	0.972533333
47875	Minus	55	69	75	0.9636	0.9565	1	66.33333333	0.973366667
47992	Plus	57	76	59	0.9649	0.9605	1	64	0.975133333
47993	Minus	56	70	75	0.9821	0.9857	0.9733	67	0.980366667
48120	Plus	61	75	56	0.9836	0.9467	0.9821	64	0.9708
48121	Minus	52	66	74	0.9038	0.9091	0.8784	64	0.8971
48246	Plus	62	74	55	0.9677	1	0.9455	63.66666667	0.971066667
48247	Minus	53	67	73	1	0.9851	1	64.33333333	0.995033333
48897	Plus	58	70	56	0.9828	0.9714	0.9643	61.33333333	0.972833333
48898	Minus	52	60	70	0.9808	0.9333	0.9429	60.66666667	0.952333333
48951	Plus	59	69	58	0.9831	0.942	0.9828	62	0.9693
48952	Minus	50	60	71	0.96	0.95	0.9718	60.33333333	0.9606
49054	Plus	55	69	59	0.9091	0.971	0.9492	61	0.9431
49055	Minus	54	60	73	1	0.9667	0.9726	62.33333333	0.979766667
49060	Plus	60	68	59	0.9833	0.9559	1	62.33333333	0.979733333
49061	Minus	55	59	74	1	1	0.973	62.66666667	0.991
49186	Plus	62	63	59	0.9516	0.9841	1	61.33333333	0.978566667
49187	Minus	49	59	73	1	0.9831	0.9589	60.33333333	0.980666667
49512	Plus	51	66	58	0.9804	0.9394	0.9828	58.33333333	0.967533333
49513	Minus	57	57	67	0.9474	0.9474	0.9701	60.33333333	0.954966667
49826	Plus	55	58	53	0.9636	0.9483	0.9811	55.33333333	0.964333333
49827	Minus	57	59	71	0.9825	1	0.9859	62.33333333	0.989466667
49854	Plus	52	57	54	0.9615	0.9123	0.963	54.33333333	0.9456
49855	Minus	56	59	69	0.9643	0.9831	1	61.33333333	0.982466667
49902	Plus	52	60	52	1	0.95	0.9808	54.66666667	0.976933333
49903	Minus	56	56	73	0.9821	0.9821	0.9863	61.66666667	0.9835
50031	Plus	53	60	50	0.9811	1	1	54.33333333	0.9937
50032	Minus	59	54	70	0.9661	0.9815	0.9714	61	0.973
50839	Plus	52	58	59	0.9808	0.9655	0.9322	56.33333333	0.9595
50840	Minus	55	59	72	0.9818	1	0.9861	62	0.9893
50855	Plus	53	57	60	0.9811	0.9649	0.9333	56.66666667	0.959766667
50856	Minus	51	52	71	0.7255	0.6731	0.7887	58	0.7291
50971	Plus	55	56	66	0.9455	0.9821	0.9848	59	0.9708
50972	Minus	56	58	72	1	0.9828	0.9583	62	0.980366667
50993	Plus	52	54	66	0.9615	0.9815	0.9394	57.33333333	0.9608
50994	Minus	55	56	73	0.9818	1	0.9863	61.33333333	0.989366667
51022	Plus	53	57	66	0.9811	0.9649	0.9545	58.66666667	0.966833333
51023	Minus	54	56	74	1	1	1	61.33333333	1
51112	Plus	54	50	64	0.963	0.96	0.9219	56	0.9483
51113	Minus	55	55	73	1	1	0.9726	61	0.990866667
51173	Plus	51	52	59	0.9804	0.9423	0.9492	54	0.9573
51174	Minus	52	54	73	0.9808	0.9815	0.9863	59.66666667	0.982866667
51302	Plus	52	50	61	1	0.94	0.9344	54.33333333	0.958133333
51303	Minus	55	58	67	0.9818	0.9828	0.9701	60	0.978233333
51452	Plus	55	49	66	1	0.9796	0.9545	56.66666667	0.978033333
51453	Minus	52	56	65	0.9423	0.9464	0.9692	57.66666667	0.952633333
51602	Plus	49	46	63	0.9388	0.913	0.9048	52.66666667	0.918866667
51603	Minus	54	59	67	0.9259	0.9661	0.9851	60	0.959033333
51703	Plus	52	49	66	0.9808	0.9796	0.9394	55.66666667	0.9666
51704	Minus	53	59	67	1	0.9661	0.9403	59.66666667	0.9688
51919	Plus	55	48	67	0.9636	0.9583	0.9701	56.66666667	0.964
51920	Minus	54	57	65	0.9815	1	0.9385	58.66666667	0.973333333
52221	Plus	56	51	71	0.9821	0.9804	0.9718	59.33333333	0.9781
52222	Minus	57	58	63	0.9649	1	0.9683	59.33333333	0.977733333
52354	Plus	56	47	70	0.9643	0.9574	0.9571	57.66666667	0.9596
52355	Minus	53	57	61	1	1	1	57	1
52365	Plus	56	51	70	0.9643	1	0.9857	59	0.983333333
52366	Minus	54	57	59	1	1	0.9831	56.66666667	0.994366667
52616	Plus	54	50	68	1	1	0.9853	57.33333333	0.9951
52617	Minus	55	61	63	1	0.9508	0.9683	59.66666667	0.973033333
53067	Plus	59	52	66	0.9831	0.9808	0.9545	59	0.9728
53068	Minus	59	62	59	1	1	0.9831	60	0.994366667
53391	Plus	57	50	65	0.9825	0.94	0.9231	57.33333333	0.948533333
53392	Minus	60	61	57	0.95	0.9508	0.9825	59.33333333	0.9611
53518	Plus	58	54	67	0.9828	0.9259	0.9701	59.66666667	0.9596
53519	Minus	61	59	62	0.9508	0.9492	0.9839	60.66666667	0.9613
53653	Plus	62	56	68	0.9839	1	1	62	0.994633333
53654	Minus	57	59	68	0.9298	0.9322	0.9706	61.33333333	0.9442
53683	Plus	61	57	70	1	0.9825	0.9571	62.66666667	0.979866667
53684	Minus	58	56	66	0.9138	0.9643	0.9545	60	0.9442
53710	Plus	60	57	69	0.9667	1	0.9565	62	0.9744
53711	Minus	58	59	65	0.9655	0.9831	0.9538	60.66666667	0.967466667
53813	Plus	61	54	68	0.9508	0.9815	1	61	0.977433333
53814	Minus	56	62	63	0.9464	0.9355	0.9683	60.33333333	0.950066667
53978	Plus	60	54	63	0.9333	0.9259	0.9524	59	0.9372
53979	Minus	55	63	64	1	0.9524	0.9688	60.66666667	0.973733333
54091	Plus	61	62	66	1	0.9677	0.9697	63	0.979133333
54092	Minus	57	61	67	0.9825	0.9672	0.9851	61.66666667	0.978266667
54133	Plus	64	61	67	0.9688	0.9836	0.9851	64	0.979166667
54134	Minus	58	59	66	1	1	0.9697	61	0.9899
54161	Plus	62	60	65	0.9677	0.9833	1	62.33333333	0.983666667
54162	Minus	56	61	65	1	0.9508	0.9538	60.66666667	0.9682
54308	Plus	62	61	62	0.9839	0.9672	0.9839	61.66666667	0.978333333
54309	Minus	55	62	70	0.9273	1	0.9429	62.33333333	0.956733333
54367	Plus	62	62	61	1	0.9839	0.9836	61.66666667	0.989166667
54368	Minus	55	60	66	0.9818	0.9833	0.9848	60.33333333	0.9833
54412	Plus	61	60	59	0.9672	0.9667	0.9831	60	0.972333333
54413	Minus	56	60	66	0.9643	0.9667	0.9848	60.66666667	0.971933333
54472	Plus	65	59	63	0.9538	0.9661	0.9841	62.33333333	0.968
54473	Minus	52	61	68	0.8846	0.9672	0.9853	60.33333333	0.9457
54479	Plus	63	60	63	1	0.9667	0.9841	62	0.9836
54480	Minus	54	60	69	1	1	0.9855	61	0.995166667
54662	Plus	62	59	64	0.9516	0.9492	0.9844	61.66666667	0.961733333
54663	Minus	53	60	66	0.9057	1	0.9394	59.66666667	0.948366667
55025	Plus	59	60	63	0.9661	0.9667	0.9365	60.66666667	0.956433333
55026	Minus	54	61	68	0.9815	0.9508	0.8824	61	0.938233333
55547	Plus	66	56	69	0.9848	0.9643	0.9855	63.66666667	0.9782
55548	Minus	55	61	63	0.9636	0.9344	1	59.66666667	0.966
56102	Plus	65	52	66	0.9692	0.9615	0.9848	61	0.971833333
56103	Minus	52	63	59	0.9808	0.9524	1	58	0.977733333
56144	Plus	63	51	66	1	0.9804	0.9848	60	0.9884
56145	Minus	52	61	61	0.9808	0.9836	1	58	0.988133333
56421	Plus	62	53	69	1	0.9434	0.971	61.33333333	0.971466667
56422	Minus	51	54	63	0.9608	0.9074	0.9365	56	0.9349
56481	Plus	63	51	63	0.9683	0.9412	0.9206	59	0.943366667
56482	Minus	49	52	65	0.898	0.8846	0.8769	55.33333333	0.8865
56517	Plus	60	56	65	0.9333	0.9464	0.9846	60.33333333	0.954766667
56518	Minus	48	52	66	0.9375	0.8846	0.9242	55.33333333	0.915433333
56757	Plus	63	55	71	0.9841	0.9818	1	63	0.988633333
56758	Minus	53	58	67	0.9623	0.9828	0.9552	59.33333333	0.966766667
57766	Plus	63	53	70	0.9683	0.9811	1	62	0.983133333
57767	Minus	57	58	54	0.9649	0.9828	0.963	56.33333333	0.970233333
57850	Plus	64	54	71	0.8906	0.9444	0.9296	63	0.921533333
57851	Minus	54	55	48	0.9074	0.9273	0.9167	52.33333333	0.917133333
58934	Plus	58	51	60	0.8276	0.8431	0.7667	56.33333333	0.812466667
58935	Minus	56	54	57	0.8393	0.7222	0.8947	55.66666667	0.818733333
59408	Plus	61	57	66	0.9344	0.9298	0.9545	61.33333333	0.939566667
59409	Minus	47	53	60	0.9362	0.8868	0.9167	53.33333333	0.913233333
59813	Plus	60	59	64	1	0.9661	0.9688	61	0.9783
59814	Minus	48	56	57	0.9792	0.9464	0.9825	53.66666667	0.969366667
60011	Plus	62	58	67	0.9355	0.8448	0.8955	62.33333333	0.891933333
60012	Minus	49	54	58	0.9796	0.9815	0.9483	53.66666667	0.9698
60377	Plus	64	60	63	0.9688	0.9667	0.9206	62.33333333	0.952033333
60378	Minus	47	58	59	1	1	0.9661	54.66666667	0.9887
60412	Plus	65	61	63	1	0.9672	0.9683	63	0.9785
60413	Minus	48	58	59	1	1	0.9831	55	0.994366667
60581	Plus	66	56	64	0.9394	0.9464	0.875	62	0.920266667
60582	Minus	50	56	58	0.98	0.9464	1	54.66666667	0.975466667
60893	Plus	66	59	70	1	0.9831	0.9857	65	0.9896
60894	Minus	48	58	53	0.9167	1	0.9623	53	0.959666667
60898	Plus	65	59	68	0.9846	1	0.9412	64	0.975266667
60899	Minus	46	60	56	0.9783	0.9833	1	54	0.9872
60914	Plus	65	58	70	0.9385	0.9655	1	64.33333333	0.968
60915	Minus	48	60	57	0.9792	1	0.9825	55	0.987233333
60973	Plus	62	56	68	0.9516	0.9821	0.9853	62	0.973
60974	Minus	49	60	56	0.9592	0.9833	0.9821	55	0.974866667
61033	Plus	64	57	69	0.9844	0.9825	0.9855	63.33333333	0.984133333
61034	Minus	46	57	57	0.9783	0.9298	0.9825	53.33333333	0.963533333
61052	Plus	62	54	66	0.9677	0.9259	0.9697	60.66666667	0.954433333
61053	Minus	46	57	56	0.9565	0.9298	1	53	0.9621
61069	Plus	65	56	71	0.9538	0.9643	0.9577	64	0.9586
61070	Minus	47	59	54	0.9787	0.9831	0.9815	53.33333333	0.9811
61118	Plus	65	57	70	1	1	0.9714	64	0.990466667
61119	Minus	46	58	54	0.9348	0.9828	0.963	52.66666667	0.9602
61265	Plus	64	58	67	0.9844	1	1	63	0.9948
61266	Minus	46	53	55	0.9783	0.9623	0.9636	51.33333333	0.968066667
61270	Plus	64	58	70	1	0.9828	0.9286	64	0.970466667
61271	Minus	46	53	58	0.9783	0.9811	0.9828	52.33333333	0.980733333
61291	Plus	64	58	70	0.9844	1	1	64	0.9948
61292	Minus	45	54	58	1	1	0.9828	52.33333333	0.994266667
61318	Plus	64	59	69	0.9531	0.9831	0.9855	64	0.9739
61319	Minus	46	54	55	0.9783	0.963	0.9818	51.66666667	0.974366667
61442	Plus	65	58	66	1	0.9655	0.9848	63	0.983433333
61443	Minus	44	52	57	0.8864	0.9231	0.9298	51	0.9131
61471	Plus	65	57	69	1	0.9649	0.942	63.66666667	0.968966667
61472	Minus	45	53	55	0.9778	0.9811	1	51	0.9863
61501	Plus	62	57	63	0.9355	0.8947	0.9841	60.66666667	0.9381
61502	Minus	46	51	56	0.8913	0.9608	0.9821	51	0.944733333
61739	Plus	59	54	65	0.9153	0.9074	0.8769	59.33333333	0.899866667
61740	Minus	43	53	60	0.9767	0.9811	0.9167	52	0.958166667
61801	Plus	61	55	66	0.9836	1	0.9394	60.66666667	0.974333333
61802	Minus	44	52	56	0.9773	0.9808	0.9821	50.66666667	0.980066667
61879	Plus	61	56	70	0.9836	0.9821	0.9571	62.33333333	0.974266667
61880	Minus	46	49	56	0.9565	0.9592	0.9643	50.33333333	0.96
62038	Plus	61	57	72	0.9672	0.9298	0.9861	63.33333333	0.961033333
62039	Minus	45	51	60	0.9333	0.9608	0.9667	52	0.9536
62135	Plus	58	54	74	0.9483	0.9259	0.9595	62	0.944566667
62136	Minus	48	55	61	0.9583	1	0.9836	54.66666667	0.980633333
62696	Plus	60	58	59	0.9833	0.9483	0.9322	59	0.9546
62697	Minus	42	50	59	0.9524	0.96	0.9831	50.33333333	0.965166667
62801	Plus	60	56	57	0.9167	0.9643	0.9825	57.66666667	0.9545
62802	Minus	47	50	58	1	0.94	0.9138	51.66666667	0.951266667
63236	Plus	60	55	56	1	0.8727	0.8571	57	0.909933333
63237	Minus	45	53	59	0.9556	0.9434	0.9661	52.33333333	0.955033333
64204	Plus	61	59	51	0.9344	0.9831	0.9804	57	0.965966667
64205	Minus	44	48	57	0.9545	1	0.9825	49.66666667	0.979
64225	Plus	65	61	51	1	1	1	59	1
64226	Minus	45	45	56	0.9111	0.9111	0.9286	48.66666667	0.916933333
64245	Plus	66	63	48	0.9697	1	0.9792	59	0.982966667
64246	Minus	43	51	57	0.9535	0.9804	1	50.33333333	0.977966667
64443	Plus	65	60	56	0.9538	0.9667	0.9643	60.33333333	0.9616
64444	Minus	41	51	52	0.9756	0.902	0.8462	48	0.907933333
64479	Plus	67	62	55	0.9851	0.9677	0.9818	61.33333333	0.9782
64480	Minus	42	53	56	0.9762	0.9811	0.9464	50.33333333	0.9679
64501	Plus	67	63	55	0.9851	0.9524	1	61.66666667	0.979166667
64502	Minus	43	53	55	0.9302	0.9623	0.9091	50.33333333	0.933866667
64756	Plus	66	63	52	0.9545	0.9524	0.9615	60.33333333	0.956133333
64757	Minus	45	55	57	0.8889	0.9455	0.9298	52.33333333	0.9214
64845	Plus	66	61	49	0.9394	0.9508	0.9796	58.66666667	0.9566
64846	Minus	45	58	56	0.9333	1	0.9821	53	0.9718
65094	Plus	68	57	48	0.9412	0.9649	0.9583	57.66666667	0.9548
65095	Minus	47	57	57	0.9787	0.9474	0.9474	53.66666667	0.957833333
65122	Plus	68	60	49	0.9412	0.9667	0.9796	59	0.9625
65123	Minus	46	57	57	1	0.9298	0.9825	53.33333333	0.970766667
65133	Plus	67	62	49	0.9851	0.9516	1	59.33333333	0.9789
65134	Minus	46	58	59	1	0.9828	1	54.33333333	0.994266667
65637	Plus	64	60	42	0.9844	0.9667	0.9524	55.33333333	0.967833333
65638	Minus	45	60	59	0.9556	0.9833	0.9322	54.66666667	0.957033333
66429	Plus	63	61	56	0.9524	0.9672	0.9643	60	0.9613
66430	Minus	43	60	65	0.9535	0.9667	0.9692	56	0.963133333
66452	Plus	64	60	55	0.9531	0.9667	1	59.66666667	0.973266667
66453	Minus	42	62	63	1	0.9677	0.9683	55.66666667	0.978666667
66539	Plus	64	60	52	0.9688	0.95	1	58.66666667	0.972933333
66540	Minus	41	62	61	0.9512	0.9839	0.9672	54.66666667	0.967433333
67010	Plus	64	52	50	0.9688	0.9231	0.94	55.33333333	0.943966667
67011	Minus	46	61	60	0.9783	0.9672	0.9833	55.66666667	0.976266667
67036	Plus	63	53	49	0.9365	0.9623	0.9184	55	0.939066667
67037	Minus	48	60	59	0.9792	0.9833	1	55.66666667	0.9875
67135	Plus	63	53	52	0.9683	1	0.9423	56	0.9702
67136	Minus	50	59	60	0.96	0.9153	0.9667	56.33333333	0.947333333
67144	Plus	62	55	54	1	1	0.9815	57	0.993833333
67145	Minus	50	62	58	1	1	1	56.66666667	1
67190	Plus	63	50	51	0.9683	1	0.8824	54.66666667	0.950233333
67191	Minus	51	63	57	0.9608	1	0.9649	57	0.975233333
67204	Plus	59	53	53	0.9661	0.9811	0.9434	55	0.963533333
67205	Minus	51	61	61	0.9804	0.9508	0.9672	57.66666667	0.966133333
67244	Plus	64	54	52	0.9062	0.9444	0.9423	56.66666667	0.930966667
67245	Minus	47	60	58	0.9574	0.9333	0.9483	55	0.946333333
67265	Plus	64	55	51	0.875	0.9818	0.9412	56.66666667	0.932666667
67266	Minus	47	54	56	1	0.9074	0.9464	52.33333333	0.951266667
67699	Plus	66	52	50	0.9545	0.9615	0.98	56	0.965333333
67700	Minus	44	59	54	0.9773	0.9831	0.9815	52.33333333	0.980633333
67739	Plus	66	52	51	0.9697	0.9808	0.9216	56.33333333	0.957366667
67740	Minus	45	60	54	0.9778	0.95	0.9259	53	0.951233333
68069	Plus	67	51	49	0.9851	1	0.9184	55.66666667	0.967833333
68070	Minus	47	58	55	1	0.9828	0.9636	53.33333333	0.982133333
68125	Plus	65	52	49	0.9846	0.9808	1	55.33333333	0.988466667
68126	Minus	48	59	55	0.9375	0.9831	0.9818	54	0.967466667
68700	Plus	67	52	47	1	1	0.9787	55.33333333	0.9929
68701	Minus	47	61	55	1	0.9672	0.9818	54.33333333	0.983
68708	Plus	67	50	47	1	0.96	0.9787	54.66666667	0.979566667
68709	Minus	47	62	54	0.9787	0.9839	1	54.33333333	0.987533333
68801	Plus	66	51	47	0.9848	0.9412	0.9574	54.66666667	0.961133333
68802	Minus	50	57	55	0.96	0.9649	0.9455	54	0.9568
68882	Plus	69	54	47	1	0.9815	0.9362	56.66666667	0.972566667
68883	Minus	50	62	57	0.96	0.9839	0.9649	56.33333333	0.9696
69363	Plus	62	57	46	0.9839	0.9649	0.9565	55	0.968433333
69364	Minus	52	63	59	0.9615	0.9683	0.9153	58	0.948366667
69969	Plus	64	43	47	0.9688	0.9535	0.9574	51.33333333	0.9599
69970	Minus	50	57	57	1	0.9474	0.9649	54.66666667	0.970766667
70119	Plus	62	48	50	1	0.9792	0.98	53.33333333	0.9864
70120	Minus	48	66	56	0.9167	0.9545	0.9464	56.66666667	0.9392
70406	Plus	59	49	47	0.9831	0.9592	0.9574	51.66666667	0.966566667
70407	Minus	50	69	53	0.96	0.971	0.9245	57.33333333	0.951833333
70949	Plus	59	58	51	0.9831	0.9828	0.9608	56	0.975566667
70950	Minus	51	57	58	1	0.9649	1	55.33333333	0.9883
71156	Plus	55	57	48	0.9818	0.9474	0.9792	53.33333333	0.969466667
71157	Minus	51	60	55	0.9804	0.95	0.9636	55.33333333	0.964666667
71751	Plus	54	57	53	0.963	0.9825	0.9811	54.66666667	0.975533333
71752	Minus	48	52	52	0.875	0.8654	0.9038	50.66666667	0.8814
71846	Plus	55	56	54	1	0.9286	0.9815	55	0.970033333
71847	Minus	49	57	55	1	0.9649	0.9818	53.66666667	0.982233333
72341	Plus	53	54	56	0.9434	1	1	54.33333333	0.981133333
72342	Minus	49	60	53	1	0.9333	0.9623	54	0.9652
72445	Plus	54	54	54	1	1	0.9815	54	0.993833333
72446	Minus	49	64	51	0.9592	0.9531	0.9608	54.66666667	0.9577
72742	Plus	56	60	57	0.9821	0.9333	0.9474	57.66666667	0.954266667
72743	Minus	50	59	52	0.96	0.9661	0.9423	53.66666667	0.956133333
72794	Plus	57	60	58	0.9825	0.95	0.9655	58.33333333	0.966
72795	Minus	48	63	51	1	0.9683	0.9216	54	0.9633
72839	Plus	56	61	54	1	0.9836	0.9444	57	0.976
72840	Minus	46	59	52	0.8913	0.9661	0.9038	52.33333333	0.9204
73272	Plus	59	57	54	1	0.9649	0.9815	56.66666667	0.982133333
73273	Minus	44	60	54	1	0.9333	0.963	52.66666667	0.965433333
73389	Plus	58	61	53	0.9828	0.9672	1	57.33333333	0.983333333
73390	Minus	43	61	53	0.9767	0.9508	0.9057	52.33333333	0.9444
73593	Plus	59	61	53	1	0.9672	0.9623	57.66666667	0.9765
73594	Minus	45	61	53	0.9778	0.9672	0.9811	53	0.975366667
73673	Plus	59	61	52	0.9831	0.9672	0.9808	57.33333333	0.977033333
73674	Minus	46	61	54	1	0.9672	0.9815	53.66666667	0.9829
73805	Plus	61	63	52	1	1	1	58.66666667	1
73806	Minus	49	62	52	1	0.9839	0.9808	54.33333333	0.988233333
74220	Plus	58	58	49	1	0.9483	1	55	0.982766667
74221	Minus	51	60	55	0.9608	0.9667	0.9636	55.33333333	0.9637
74657	Plus	64	59	53	0.9844	1	1	58.66666667	0.9948
74658	Minus	50	58	49	0.96	0.9655	0.9388	52.33333333	0.954766667
74851	Plus	59	58	56	0.9831	0.931	0.9464	57.66666667	0.9535
74852	Minus	45	56	46	0.9111	0.9286	0.913	49	0.917566667
75010	Plus	61	64	55	0.9508	0.9844	0.9818	60	0.972333333
75011	Minus	49	53	46	0.9796	0.9811	0.9565	49.33333333	0.9724
75037	Plus	61	59	55	0.9836	0.9831	0.9818	58.33333333	0.982833333
75038	Minus	46	54	48	0.8696	1	0.9792	49.33333333	0.9496
75551	Plus	64	62	55	0.9844	1	0.9455	60.33333333	0.976633333
75552	Minus	49	48	45	0.9388	0.9792	0.9778	47.33333333	0.965266667
75650	Plus	62	62	54	0.9839	0.9355	1	59.33333333	0.973133333
75651	Minus	45	50	45	1	1	1	46.66666667	1
75738	Plus	62	59	54	0.9677	1	0.9815	58.33333333	0.983066667
75739	Minus	50	48	51	1	0.9583	0.9412	49.66666667	0.9665
75957	Plus	59	63	48	0.9492	0.9524	0.9583	56.66666667	0.9533
75958	Minus	49	47	51	1	1	1	49	1
75977	Plus	58	63	51	0.9655	0.9841	0.9216	57.33333333	0.957066667
75978	Minus	50	48	51	0.96	0.9792	1	49.66666667	0.979733333
75987	Plus	59	64	50	0.9492	0.9375	0.8	57.66666667	0.895566667
75988	Minus	52	49	49	0.9423	1	1	50	0.980766667
76038	Plus	57	59	48	0.9474	0.9831	0.8958	54.66666667	0.9421
76039	Minus	52	47	50	0.9808	0.9787	0.94	49.66666667	0.9665
76067	Plus	57	64	47	0.9474	0.9531	0.9574	56	0.952633333
76068	Minus	52	49	51	0.9615	1	1	50.66666667	0.987166667
76551	Plus	58	65	57	1	1	1	60	1
76552	Minus	49	50	54	1	1	0.9444	51	0.981466667
76695	Plus	58	66	58	0.9138	0.9697	0.931	60.66666667	0.938166667
76696	Minus	51	53	55	0.9216	0.9245	0.9818	53	0.942633333
77027	Plus	55	68	54	0.9818	0.9412	0.9815	59	0.968166667
77028	Minus	48	54	52	1	0.9815	0.9808	51.33333333	0.987433333
77036	Plus	55	68	57	1	0.9706	1	60	0.9902
77037	Minus	47	55	53	0.9787	1	1	51.66666667	0.9929
77153	Plus	53	64	54	0.9811	0.9531	0.963	57	0.965733333
77154	Minus	48	55	52	0.9583	0.9636	0.9615	51.66666667	0.961133333
77624	Plus	53	68	48	0.9811	0.9706	1	56.33333333	0.9839
77625	Minus	41	48	56	0.9512	0.9792	0.9464	48.33333333	0.958933333
77771	Plus	54	66	53	0.9815	0.9697	0.9434	57.66666667	0.964866667
77772	Minus	37	51	54	0.9459	0.9216	0.963	47.33333333	0.9435
77807	Plus	52	67	51	0.9808	0.9701	1	56.66666667	0.983633333
77808	Minus	40	48	54	0.9	0.8958	0.963	47.33333333	0.9196
77853	Plus	55	65	52	1	0.9846	1	57.33333333	0.994866667
77854	Minus	33	48	54	1	0.875	0.9074	45	0.927466667
78344	Plus	62	65	53	0.9839	0.9692	0.9811	60	0.978066667
78345	Minus	35	51	52	0.9429	0.9412	1	46	0.961366667
79013	Plus	68	58	60	0.9412	0.9483	0.95	62	0.9465
79014	Minus	39	62	61	0.9744	0.9839	1	54	0.9861
79029	Plus	70	62	59	0.9714	0.9839	0.9661	63.66666667	0.9738
79030	Minus	38	60	61	0.8684	1	0.9508	53	0.939733333
79783	Plus	67	61	58	0.9403	0.9672	0.9483	62	0.951933333
79784	Minus	37	57	65	0.9459	0.9474	0.9538	53	0.949033333
79929	Plus	69	59	57	1	0.9831	0.9825	61.66666667	0.988533333
79930	Minus	40	60	70	0.95	0.9333	1	56.66666667	0.9611
79947	Plus	72	58	56	1	0.9828	0.9643	62	0.982366667
79948	Minus	39	58	66	0.9231	0.9828	0.9848	54.33333333	0.963566667
80545	Plus	68	53	64	0.9853	0.9811	0.9531	61.66666667	0.973166667
80546	Minus	41	50	73	1	0.96	0.9589	54.66666667	0.972966667
80605	Plus	67	54	65	0.9552	1	0.9538	62	0.969666667
80606	Minus	37	50	74	0.973	0.96	0.973	53.66666667	0.968666667
80679	Plus	66	57	65	0.9697	0.9825	0.9846	62.66666667	0.978933333
80680	Minus	41	49	68	0.9512	1	0.9706	52.66666667	0.973933333
81180	Plus	65	56	67	1	1	0.9403	62.66666667	0.9801
81181	Minus	36	49	71	0.9722	1	0.9718	52	0.981333333
81251	Plus	63	52	69	1	1	1	61.33333333	1
81252	Minus	37	49	71	0.9189	0.9592	0.9859	52.33333333	0.954666667
81324	Plus	61	54	66	1	0.963	0.9848	60.33333333	0.9826
81325	Minus	38	49	72	1	1	1	53	1
81336	Plus	62	55	68	0.9839	0.9455	0.9706	61.66666667	0.966666667
81337	Minus	38	48	72	1	0.9792	0.9722	52.66666667	0.9838
81381	Plus	62	55	70	0.9839	1	1	62.33333333	0.994633333
81382	Minus	38	50	73	1	1	0.9863	53.66666667	0.995433333
